Phase and Amplitude Scintillation Indices from KHO (78.147,16.038,0.522)

Satellite System: 0 = GPS, 1 = GLONASS, 2 = SBAS, 5 = GALILEO, 6 = COMPASS, 7 = QZSS, 8 = LBAND

Frequency: GLONASS frequency channel (-7 to +6) 

Signal Type for each Satellite System

GPS     : 1 = L1CA,     4 = L2Y,  5 = L2C, 6 = L2P,    7 = L5Q
GLONASS : 1 = L1CA,     3 = L2CA, 4 = L2P
SBAS    : 1 = L1CA,     2 = L5I
GALILEO : 1 = E1,       2 = E5A,  3 = E5B, 4 = ALTBOC, 5 = E6
COMPASS : 1 = E2
QZSS    : 1 = L1CA,     3 = L2C,  4 = L5Q
LBAND   : 1 = OMNISTAR, 2 = CDGPS

GPS Week: 2313,  Satellite System: 0

GPS TOW , PRN, Freq, SigType, Az , Elv , CNo , Lock Time, CMC Avg, CMC Std , S4 , S4 Cor, 1SecSigma, 3SecSigma, 10SecSigma, 30SecSigma, 60SecSigma , HHMM
 432480.00,14, 0, 1,158.86, 27.15, 46.24, 2024.40,  -3.825,  0.031,  0.132,  0.049,  0.062,  0.075,  0.085,  0.085,  0.085, 0008
 432480.00,14, 0, 7,158.86, 27.15, 49.16, 2024.74, 129.435,  0.006,  0.069,  0.035,  0.054,  0.068,  0.079,  0.079,  0.079, 0008
 432480.00,27, 0, 1, 16.28, 30.84, 45.49, 8325.88,  -4.858,  0.029,  0.066,  0.053,  0.072,  0.083,  0.092,  0.092,  0.092, 0008
 432480.00,27, 0, 7, 16.28, 30.84, 51.81, 8323.64, 113.069,  0.009,  0.041,  0.026,  0.047,  0.056,  0.064,  0.064,  0.064, 0008
 432480.00,13, 0, 1,227.76, 57.01, 52.16, 7896.49, -13.688,  0.060,  0.047,  0.025,  0.047,  0.065,  0.076,  0.076,  0.076, 0008
 432540.00, 7, 0, 1, 97.20, 35.17, 47.06,13562.98, -12.541,  0.022,  0.086,  0.044,  0.067,  0.084,  0.102,  0.103,  0.103, 0009
 432540.00,18, 0, 1,298.33, 28.34, 46.76, 9925.97,  -7.868,  0.058,  0.069,  0.046,  0.060,  0.078,  0.097,  0.098,  0.098, 0009
 432540.00,18, 0, 7,298.33, 28.34, 50.56, 9923.82, 151.142,  0.002,  0.050,  0.030,  0.047,  0.067,  0.088,  0.089,  0.088, 0009
 432540.00,23, 0, 1,331.06, 21.70, 43.49, 2446.04,  -5.265,  0.278,  0.090,  0.067,  0.074,  0.083,  0.095,  0.095,  0.095, 0009
 432540.00,23, 0, 7,331.06, 21.70, 49.84, 2446.34,  93.932,  0.011,  0.049,  0.032,  0.047,  0.057,  0.068,  0.069,  0.069, 0009
 432540.00, 8, 0, 1, 57.96, 33.18, 46.00, 5442.49,  -7.099,  0.052,  0.063,  0.050,  0.065,  0.078,  0.090,  0.090,  0.090, 0009
 432540.00, 8, 0, 7, 57.96, 33.18, 51.51, 5369.08,  91.846,  0.002,  0.043,  0.027,  0.046,  0.058,  0.067,  0.067,  0.067, 0009
 432540.00,15, 0, 1,270.99, 39.27, 50.26, 5017.18, -12.803,  0.111,  0.071,  0.031,  0.062,  0.077,  0.102,  0.102,  0.102, 0009
 432540.00, 5, 0, 1,217.10, 27.98, 46.66,13315.78, -13.408,  0.048,  0.069,  0.046,  0.061,  0.086,  0.101,  0.101,  0.101, 0009
 432540.00,30, 0, 1,136.29, 54.95, 51.12,10356.34, -17.502,  0.009,  0.042,  0.028,  0.058,  0.072,  0.087,  0.087,  0.088, 0009
 432540.00,30, 0, 7,136.29, 54.95, 53.11,10354.06, 254.427,  0.001,  0.040,  0.022,  0.050,  0.067,  0.086,  0.086,  0.087, 0009
 432540.00,14, 0, 1,158.67, 27.56, 45.68, 2084.40,  -4.031,  0.127,  0.097,  0.052,  0.067,  0.086,  0.106,  0.106,  0.106, 0009
 432540.00,14, 0, 7,158.67, 27.56, 48.64, 2084.74, 129.431,  0.010,  0.081,  0.037,  0.055,  0.075,  0.092,  0.092,  0.092, 0009
 432540.00,27, 0, 1, 15.82, 30.67, 45.48, 8385.88,  -5.107,  0.124,  0.091,  0.053,  0.069,  0.081,  0.095,  0.095,  0.095, 0009
 432540.00,27, 0, 7, 15.82, 30.67, 51.04, 8383.64, 113.081,  0.008,  0.046,  0.028,  0.047,  0.059,  0.070,  0.070,  0.070, 0009
 432540.00,13, 0, 1,226.97, 57.19, 52.40, 7956.49, -13.830,  0.011,  0.040,  0.024,  0.047,  0.060,  0.079,  0.079,  0.079, 0009
 432600.00, 7, 0, 1, 97.03, 34.77, 47.23,13622.98, -12.451,  0.048,  0.078,  0.043,  0.066,  0.072,  0.081,  0.082,  0.082, 0010
 432600.00,18, 0, 1,297.94, 28.07, 46.37, 9985.97,  -7.906,  0.046,  0.075,  0.048,  0.067,  0.091,  0.115,  0.115,  0.115, 0010
 432600.00,18, 0, 7,297.94, 28.07, 50.47, 9983.82, 151.148,  0.006,  0.069,  0.030,  0.055,  0.085,  0.120,  0.120,  0.120, 0010
 432600.00,23, 0, 1,330.85, 22.07, 44.01, 2506.04,  -5.800,  0.037,  0.131,  0.063,  0.072,  0.081,  0.091,  0.091,  0.091, 0010
 432600.00,23, 0, 7,330.85, 22.07, 49.48, 2506.34,  93.880,  0.022,  0.059,  0.034,  0.047,  0.056,  0.069,  0.069,  0.069, 0010
 432600.00, 8, 0, 1, 57.47, 33.32, 45.91, 5502.49,  -7.331,  0.052,  0.068,  0.051,  0.067,  0.077,  0.085,  0.085,  0.085, 0010
 432600.00, 8, 0, 7, 57.47, 33.32, 51.51, 5429.08,  91.828,  0.007,  0.038,  0.027,  0.046,  0.053,  0.061,  0.061,  0.061, 0010
 432600.00,15, 0, 1,270.65, 39.63, 50.27, 5077.18, -12.692,  0.027,  0.060,  0.031,  0.060,  0.072,  0.082,  0.083,  0.083, 0010
 432600.00, 5, 0, 1,216.88, 27.57, 47.36,13375.78, -13.153,  0.169,  0.081,  0.043,  0.059,  0.075,  0.089,  0.090,  0.090, 0010
 432600.00,30, 0, 1,135.59, 54.78, 50.93,10416.34, -17.543,  0.040,  0.049,  0.028,  0.060,  0.077,  0.085,  0.086,  0.086, 0010
 432600.00,30, 0, 7,135.59, 54.78, 52.81,10414.06, 254.426,  0.001,  0.036,  0.023,  0.051,  0.071,  0.083,  0.083,  0.083, 0010
 432600.00,14, 0, 1,158.49, 27.96, 46.65, 2144.40,  -4.177,  0.065,  0.142,  0.047,  0.064,  0.077,  0.090,  0.091,  0.091, 0010
 432600.00,14, 0, 7,158.49, 27.96, 49.11, 2144.74, 129.444,  0.004,  0.068,  0.035,  0.052,  0.069,  0.080,  0.081,  0.081, 0010
 432600.00,27, 0, 1, 15.37, 30.50, 46.13, 8445.88,  -5.090,  0.074,  0.062,  0.049,  0.064,  0.072,  0.078,  0.078,  0.078, 0010
 432600.00,27, 0, 7, 15.37, 30.50, 50.76, 8443.64, 113.064,  0.002,  0.043,  0.029,  0.046,  0.051,  0.058,  0.058,  0.058, 0010
 432600.00,13, 0, 1,226.17, 57.35, 52.39, 8016.49, -13.821,  0.018,  0.037,  0.024,  0.047,  0.055,  0.069,  0.069,  0.069, 0010
 432660.00, 7, 0, 1, 96.85, 34.37, 47.52,13682.98, -12.241,  0.074,  0.089,  0.042,  0.069,  0.099,  0.113,  0.113,  0.113, 0011
 432660.00,18, 0, 1,297.55, 27.80, 46.83,10045.97,  -7.648,  0.185,  0.093,  0.046,  0.073,  0.113,  0.128,  0.128,  0.128, 0011
 432660.00,18, 0, 7,297.55, 27.80, 51.17,10043.82, 151.203,  0.025,  0.090,  0.028,  0.062,  0.107,  0.122,  0.123,  0.123, 0011
 432660.00,23, 0, 1,330.64, 22.44, 44.33, 2566.04,  -5.466,  0.098,  0.164,  0.061,  0.073,  0.100,  0.121,  0.121,  0.121, 0011
 432660.00,23, 0, 7,330.64, 22.44, 49.69, 2566.34,  93.868,  0.005,  0.080,  0.033,  0.052,  0.079,  0.098,  0.098,  0.098, 0011
 432660.00, 8, 0, 1, 56.97, 33.47, 46.01, 5562.49,  -7.404,  0.018,  0.069,  0.050,  0.070,  0.097,  0.115,  0.115,  0.115, 0011
 432660.00, 8, 0, 7, 56.97, 33.47, 51.74, 5489.08,  91.797,  0.011,  0.040,  0.026,  0.048,  0.071,  0.085,  0.085,  0.085, 0011
 432660.00,15, 0, 1,270.29, 39.99, 50.09, 5137.18, -12.923,  0.094,  0.064,  0.031,  0.064,  0.096,  0.117,  0.117,  0.117, 0011
 432660.00, 5, 0, 1,216.67, 27.16, 46.96,13435.78, -12.866,  0.050,  0.097,  0.045,  0.065,  0.098,  0.115,  0.115,  0.115, 0011
 432660.00,30, 0, 1,134.89, 54.60, 51.00,10476.34, -17.576,  0.048,  0.051,  0.028,  0.064,  0.102,  0.126,  0.126,  0.126, 0011
 432660.00,30, 0, 7,134.89, 54.60, 53.21,10474.06, 254.436,  0.004,  0.041,  0.022,  0.054,  0.089,  0.111,  0.112,  0.112, 0011
 432660.00,14, 0, 1,158.30, 28.37, 46.59, 2204.40,  -4.130,  0.036,  0.077,  0.047,  0.066,  0.093,  0.118,  0.118,  0.118, 0011
 432660.00,14, 0, 7,158.30, 28.37, 49.53, 2204.74, 129.417,  0.008,  0.057,  0.033,  0.054,  0.075,  0.097,  0.097,  0.097, 0011
 432660.00,27, 0, 1, 14.91, 30.32, 46.23, 8505.88,  -4.807,  0.047,  0.058,  0.049,  0.069,  0.094,  0.111,  0.111,  0.111, 0011
 432660.00,27, 0, 7, 14.91, 30.32, 51.45, 8503.64, 113.072,  0.011,  0.060,  0.027,  0.048,  0.069,  0.082,  0.082,  0.082, 0011
 432660.00,13, 0, 1,225.35, 57.51, 52.34, 8076.49, -13.875,  0.006,  0.036,  0.024,  0.053,  0.086,  0.105,  0.105,  0.105, 0011
 432720.00, 7, 0, 1, 96.69, 33.97, 47.34,13742.98, -12.229,  0.031,  0.084,  0.043,  0.074,  0.097,  0.129,  0.129,  0.130, 0012
 432720.00,18, 0, 1,297.18, 27.53, 46.82,10105.97,  -7.255,  0.032,  0.078,  0.046,  0.067,  0.093,  0.131,  0.131,  0.131, 0012
 432720.00,18, 0, 7,297.18, 27.53, 51.31,10103.82, 151.270,  0.011,  0.086,  0.027,  0.055,  0.085,  0.116,  0.116,  0.116, 0012
 432720.00,23, 0, 1,330.43, 22.80, 44.29, 2626.04,  -5.215,  0.134,  0.110,  0.061,  0.075,  0.087,  0.118,  0.118,  0.118, 0012
 432720.00,23, 0, 7,330.43, 22.80, 49.99, 2626.34,  93.916,  0.036,  0.081,  0.032,  0.051,  0.064,  0.088,  0.088,  0.089, 0012
 432720.00, 8, 0, 1, 56.48, 33.60, 46.57, 5622.49,  -7.171,  0.115,  0.064,  0.047,  0.071,  0.090,  0.119,  0.119,  0.119, 0012
 432720.00, 8, 0, 7, 56.48, 33.60, 52.05, 5549.08,  91.790,  0.007,  0.042,  0.025,  0.049,  0.064,  0.088,  0.089,  0.089, 0012
 432720.00,15, 0, 1,269.94, 40.34, 49.92, 5197.18, -13.234,  0.090,  0.057,  0.032,  0.064,  0.088,  0.120,  0.120,  0.120, 0012
 432720.00, 5, 0, 1,216.47, 26.75, 46.53,13495.78, -12.898,  0.088,  0.074,  0.047,  0.068,  0.094,  0.127,  0.127,  0.127, 0012
 432720.00,30, 0, 1,134.21, 54.41, 51.14,10536.34, -17.401,  0.023,  0.044,  0.028,  0.067,  0.089,  0.128,  0.129,  0.129, 0012
 432720.00,30, 0, 7,134.21, 54.41, 53.45,10534.06, 254.448,  0.003,  0.040,  0.021,  0.058,  0.084,  0.120,  0.121,  0.121, 0012
 432720.00,14, 0, 1,158.10, 28.77, 46.71, 2264.40,  -4.269,  0.049,  0.077,  0.046,  0.070,  0.098,  0.131,  0.132,  0.132, 0012
 432720.00,14, 0, 7,158.10, 28.77, 48.81, 2264.74, 129.367,  0.020,  0.081,  0.036,  0.060,  0.088,  0.112,  0.112,  0.112, 0012
 432720.00,27, 0, 1, 14.47, 30.13, 46.02, 8565.88,  -4.826,  0.067,  0.069,  0.050,  0.071,  0.090,  0.124,  0.125,  0.125, 0012
 432720.00,27, 0, 7, 14.47, 30.13, 51.83, 8563.64, 113.118,  0.010,  0.038,  0.026,  0.049,  0.065,  0.092,  0.092,  0.092, 0012
 432720.00,13, 0, 1,224.53, 57.66, 52.38, 8136.49, -13.836,  0.034,  0.041,  0.024,  0.054,  0.077,  0.114,  0.114,  0.114, 0012
 432780.00, 7, 0, 1, 96.53, 33.56, 47.52,13802.98, -12.250,  0.029,  0.078,  0.042,  0.066,  0.091,  0.114,  0.114,  0.114, 0013
 432780.00,18, 0, 1,296.80, 27.25, 46.44,10165.97,  -7.195,  0.038,  0.085,  0.048,  0.068,  0.102,  0.115,  0.115,  0.115, 0013
 432780.00,18, 0, 7,296.80, 27.25, 50.76,10163.82, 151.323,  0.021,  0.097,  0.029,  0.060,  0.100,  0.113,  0.113,  0.113, 0013
 432780.00,23, 0, 1,330.21, 23.17, 44.47, 2686.04,  -4.966,  0.171,  0.151,  0.060,  0.072,  0.091,  0.112,  0.112,  0.112, 0013
 432780.00,23, 0, 7,330.21, 23.17, 49.43, 2686.34,  94.000,  0.005,  0.076,  0.034,  0.053,  0.074,  0.101,  0.101,  0.102, 0013
 432780.00, 8, 0, 1, 55.98, 33.73, 46.86, 5682.49,  -6.957,  0.061,  0.056,  0.045,  0.065,  0.081,  0.095,  0.095,  0.095, 0013
 432780.00, 8, 0, 7, 55.98, 33.73, 51.81, 5609.08,  91.789,  0.012,  0.045,  0.026,  0.048,  0.061,  0.074,  0.075,  0.075, 0013
 432780.00,15, 0, 1,269.57, 40.70, 50.23, 5257.18, -13.561,  0.064,  0.054,  0.031,  0.061,  0.079,  0.088,  0.088,  0.088, 0013
 432780.00, 5, 0, 1,216.26, 26.34, 46.96,13555.78, -12.630,  0.030,  0.062,  0.045,  0.063,  0.087,  0.104,  0.105,  0.105, 0013
 432780.00,30, 0, 1,133.54, 54.22, 51.18,10596.34, -17.414,  0.012,  0.041,  0.028,  0.060,  0.088,  0.107,  0.107,  0.107, 0013
 432780.00,30, 0, 7,133.54, 54.22, 53.33,10594.06, 254.438,  0.004,  0.036,  0.022,  0.052,  0.082,  0.104,  0.104,  0.104, 0013
 432780.00,14, 0, 1,157.90, 29.18, 46.54, 2324.40,  -4.599,  0.119,  0.122,  0.047,  0.066,  0.082,  0.097,  0.097,  0.097, 0013
 432780.00,14, 0, 7,157.90, 29.18, 48.49, 2324.74, 129.307,  0.012,  0.088,  0.038,  0.060,  0.075,  0.086,  0.086,  0.086, 0013
 432780.00,27, 0, 1, 14.03, 29.94, 46.03, 8625.88,  -4.838,  0.041,  0.066,  0.050,  0.067,  0.083,  0.095,  0.095,  0.095, 0013
 432780.00,27, 0, 7, 14.03, 29.94, 51.35, 8623.64, 113.121,  0.008,  0.059,  0.027,  0.047,  0.061,  0.071,  0.071,  0.071, 0013
 432780.00,13, 0, 1,223.70, 57.80, 52.67, 8196.49, -13.637,  0.070,  0.033,  0.023,  0.050,  0.067,  0.087,  0.087,  0.087, 0013
 432840.00, 7, 0, 1, 96.36, 33.13, 47.58,13862.98, -12.091,  0.042,  0.079,  0.042,  0.062,  0.076,  0.093,  0.093,  0.093, 0014
 432840.00,18, 0, 1,296.41, 26.95, 46.41,10225.97,  -7.131,  0.034,  0.098,  0.048,  0.067,  0.097,  0.117,  0.118,  0.118, 0014
 432840.00,18, 0, 7,296.41, 26.95, 50.51,10223.82, 151.387,  0.015,  0.105,  0.030,  0.057,  0.092,  0.112,  0.112,  0.112, 0014
 432840.00,23, 0, 1,329.97, 23.55, 44.61, 2746.04,  -4.544,  0.057,  0.098,  0.059,  0.076,  0.105,  0.123,  0.123,  0.123, 0014
 432840.00,23, 0, 7,329.97, 23.55, 49.88, 2746.34,  94.033,  0.017,  0.081,  0.032,  0.054,  0.094,  0.117,  0.117,  0.117, 0014
 432840.00, 8, 0, 1, 55.45, 33.86, 47.27, 5742.49,  -7.204,  0.024,  0.063,  0.043,  0.066,  0.080,  0.094,  0.094,  0.094, 0014
 432840.00, 8, 0, 7, 55.45, 33.86, 51.52, 5669.08,  91.753,  0.006,  0.037,  0.027,  0.048,  0.060,  0.073,  0.073,  0.073, 0014
 432840.00,15, 0, 1,269.18, 41.07, 50.62, 5317.18, -13.715,  0.022,  0.057,  0.029,  0.061,  0.077,  0.092,  0.091,  0.091, 0014
 432840.00, 5, 0, 1,216.05, 25.91, 47.03,13615.78, -12.705,  0.076,  0.094,  0.045,  0.064,  0.087,  0.099,  0.100,  0.100, 0014
 432840.00,30, 0, 1,132.83, 54.00, 51.35,10656.34, -17.367,  0.025,  0.051,  0.027,  0.062,  0.082,  0.098,  0.098,  0.098, 0014
 432840.00,30, 0, 7,132.83, 54.00, 53.33,10654.06, 254.462,  0.017,  0.040,  0.022,  0.054,  0.079,  0.094,  0.094,  0.094, 0014
 432840.00,14, 0, 1,157.69, 29.60, 47.33, 2384.40,  -4.620,  0.024,  0.067,  0.043,  0.066,  0.087,  0.103,  0.103,  0.103, 0014
 432840.00,14, 0, 7,157.69, 29.60, 49.66, 2384.74, 129.316,  0.010,  0.068,  0.033,  0.055,  0.078,  0.098,  0.098,  0.098, 0014
 432840.00,27, 0, 1, 13.56, 29.74, 46.05, 8685.88,  -5.034,  0.095,  0.061,  0.050,  0.067,  0.083,  0.095,  0.095,  0.095, 0014
 432840.00,27, 0, 7, 13.56, 29.74, 50.83, 8683.64, 113.071,  0.014,  0.041,  0.029,  0.048,  0.062,  0.071,  0.071,  0.071, 0014
 432840.00,13, 0, 1,222.81, 57.94, 52.66, 8256.49, -13.645,  0.053,  0.033,  0.023,  0.047,  0.062,  0.077,  0.077,  0.077, 0014
 432900.00, 7, 0, 1, 96.22, 32.75, 47.08,13922.98, -12.001,  0.051,  0.068,  0.044,  0.063,  0.085,  0.106,  0.106,  0.106, 0015
 432900.00,18, 0, 1,296.07, 26.68, 46.00,10285.97,  -6.950,  0.164,  0.081,  0.050,  0.070,  0.100,  0.127,  0.128,  0.128, 0015
 432900.00,18, 0, 7,296.07, 26.68, 50.42,10283.82, 151.420,  0.011,  0.083,  0.030,  0.055,  0.093,  0.124,  0.125,  0.125, 0015
 432900.00,23, 0, 1,329.76, 23.89, 44.32, 2806.04,  -4.754,  0.120,  0.087,  0.061,  0.076,  0.110,  0.148,  0.149,  0.149, 0015
 432900.00,23, 0, 7,329.76, 23.89, 50.46, 2806.34,  94.022,  0.023,  0.067,  0.030,  0.057,  0.106,  0.153,  0.153,  0.154, 0015
 432900.00, 8, 0, 1, 54.98, 33.97, 46.85, 5802.49,  -7.225,  0.054,  0.066,  0.045,  0.066,  0.080,  0.096,  0.096,  0.096, 0015
 432900.00, 8, 0, 7, 54.98, 33.97, 51.88, 5729.08,  91.739,  0.002,  0.039,  0.025,  0.047,  0.058,  0.069,  0.069,  0.069, 0015
 432900.00,15, 0, 1,268.82, 41.39, 50.54, 5377.18, -13.606,  0.050,  0.049,  0.030,  0.058,  0.072,  0.090,  0.090,  0.090, 0015
 432900.00, 5, 0, 1,215.87, 25.52, 47.44,13675.78, -12.261,  0.202,  0.079,  0.042,  0.066,  0.091,  0.114,  0.115,  0.115, 0015
 432900.00,30, 0, 1,132.22, 53.81, 51.07,10716.34, -17.289,  0.032,  0.047,  0.028,  0.065,  0.093,  0.123,  0.123,  0.123, 0015
 432900.00,30, 0, 7,132.22, 53.81, 53.44,10714.06, 254.512,  0.009,  0.045,  0.021,  0.058,  0.093,  0.122,  0.123,  0.123, 0015
 432900.00,14, 0, 1,157.49, 29.98, 46.96, 2444.40,  -4.718,  0.065,  0.081,  0.045,  0.065,  0.089,  0.113,  0.113,  0.113, 0015
 432900.00,14, 0, 7,157.49, 29.98, 49.64, 2444.74, 129.307,  0.018,  0.076,  0.033,  0.054,  0.079,  0.098,  0.099,  0.099, 0015
 432900.00,27, 0, 1, 13.16, 29.55, 46.21, 8745.88,  -5.121,  0.070,  0.068,  0.049,  0.067,  0.083,  0.095,  0.095,  0.095, 0015
 432900.00,27, 0, 7, 13.16, 29.55, 51.22, 8743.64, 113.050,  0.002,  0.049,  0.027,  0.048,  0.062,  0.069,  0.069,  0.069, 0015
 432900.00,13, 0, 1,222.02, 58.05, 52.57, 8316.49, -13.629,  0.056,  0.031,  0.024,  0.049,  0.070,  0.087,  0.087,  0.087, 0015
 432960.00, 7, 0, 1, 96.07, 32.34, 46.79,13982.98, -11.948,  0.029,  0.068,  0.046,  0.062,  0.078,  0.099,  0.099,  0.099, 0016
 432960.00,18, 0, 1,295.70, 26.38, 45.97,10345.97,  -6.382,  0.143,  0.083,  0.050,  0.069,  0.093,  0.123,  0.123,  0.123, 0016
 432960.00,18, 0, 7,295.70, 26.38, 50.13,10343.82, 151.476,  0.018,  0.099,  0.031,  0.061,  0.089,  0.128,  0.129,  0.129, 0016
 432960.00,23, 0, 1,329.52, 24.25, 44.60, 2866.04,  -5.404,  0.184,  0.089,  0.059,  0.069,  0.092,  0.114,  0.114,  0.114, 0016
 432960.00,23, 0, 7,329.52, 24.25, 50.60, 2866.34,  93.916,  0.024,  0.061,  0.030,  0.051,  0.081,  0.103,  0.103,  0.103, 0016
 432960.00, 8, 0, 1, 54.47, 34.08, 46.49, 5862.49,  -7.457,  0.039,  0.063,  0.047,  0.067,  0.080,  0.097,  0.097,  0.097, 0016
 432960.00, 8, 0, 7, 54.47, 34.08, 51.83, 5789.08,  91.741,  0.004,  0.035,  0.026,  0.048,  0.061,  0.073,  0.073,  0.073, 0016
 432960.00,15, 0, 1,268.42, 41.74, 50.60, 5437.18, -13.610,  0.050,  0.052,  0.030,  0.060,  0.080,  0.095,  0.095,  0.095, 0016
 432960.00, 5, 0, 1,215.67, 25.10, 45.78,13735.78, -12.176,  0.286,  0.150,  0.051,  0.070,  0.098,  0.127,  0.127,  0.127, 0016
 432960.00,30, 0, 1,131.57, 53.59, 51.11,10776.34, -17.055,  0.090,  0.051,  0.028,  0.071,  0.122,  0.149,  0.151,  0.151, 0016
 432960.00,30, 0, 7,131.57, 53.59, 53.13,10774.06, 254.536,  0.006,  0.047,  0.022,  0.067,  0.129,  0.164,  0.165,  0.166, 0016
 432960.00,14, 0, 1,157.28, 30.38, 46.24, 2504.40,  -4.959,  0.087,  0.105,  0.049,  0.069,  0.093,  0.102,  0.103,  0.102, 0016
 432960.00,14, 0, 7,157.28, 30.38, 48.77, 2504.74, 129.255,  0.014,  0.069,  0.036,  0.058,  0.085,  0.095,  0.096,  0.096, 0016
 432960.00,27, 0, 1, 12.72, 29.34, 46.13, 8805.88,  -4.782,  0.119,  0.060,  0.049,  0.067,  0.082,  0.095,  0.095,  0.095, 0016
 432960.00,27, 0, 7, 12.72, 29.34, 51.54, 8803.64, 113.092,  0.022,  0.045,  0.026,  0.047,  0.063,  0.072,  0.072,  0.072, 0016
 432960.00,13, 0, 1,221.15, 58.17, 52.66, 8376.49, -13.373,  0.103,  0.036,  0.023,  0.049,  0.067,  0.086,  0.086,  0.086, 0016
 433020.00, 7, 0, 1, 95.94, 31.93, 46.69,14042.98, -11.743,  0.144,  0.067,  0.046,  0.061,  0.084,  0.109,  0.109,  0.109, 0017
 433020.00,18, 0, 1,295.35, 26.10, 46.05,10405.97,  -5.960,  0.112,  0.097,  0.050,  0.061,  0.081,  0.101,  0.101,  0.101, 0017
 433020.00,18, 0, 7,295.35, 26.10, 51.12,10403.82, 151.558,  0.037,  0.103,  0.028,  0.048,  0.067,  0.081,  0.081,  0.081, 0017
 433020.00,23, 0, 1,329.29, 24.60, 44.23, 2926.04,  -5.957,  0.146,  0.087,  0.061,  0.076,  0.108,  0.142,  0.143,  0.143, 0017
 433020.00,23, 0, 7,329.29, 24.60, 50.83, 2926.34,  93.865,  0.006,  0.053,  0.029,  0.056,  0.102,  0.138,  0.140,  0.140, 0017
 433020.00, 8, 0, 1, 53.97, 34.19, 46.49, 5922.49,  -7.416,  0.031,  0.060,  0.047,  0.066,  0.085,  0.106,  0.106,  0.106, 0017
 433020.00, 8, 0, 7, 53.97, 34.19, 52.15, 5849.08,  91.746,  0.002,  0.035,  0.025,  0.046,  0.062,  0.078,  0.078,  0.078, 0017
 433020.00,15, 0, 1,268.03, 42.07, 50.68, 5497.18, -13.668,  0.012,  0.053,  0.029,  0.060,  0.086,  0.116,  0.116,  0.116, 0017
 433020.00, 5, 0, 1,215.49, 24.69, 46.83,13795.78, -12.616,  0.149,  0.150,  0.046,  0.066,  0.092,  0.125,  0.125,  0.125, 0017
 433020.00,30, 0, 1,130.95, 53.37, 51.05,10836.34, -16.896,  0.006,  0.049,  0.028,  0.077,  0.094,  0.126,  0.127,  0.127, 0017
 433020.00,30, 0, 7,130.95, 53.37, 53.38,10834.06, 254.538,  0.003,  0.047,  0.021,  0.066,  0.089,  0.128,  0.128,  0.128, 0017
 433020.00,14, 0, 1,157.06, 30.78, 46.62, 2564.40,  -5.010,  0.046,  0.078,  0.047,  0.068,  0.093,  0.114,  0.115,  0.115, 0017
 433020.00,14, 0, 7,157.06, 30.78, 49.47, 2564.74, 129.242,  0.009,  0.098,  0.034,  0.059,  0.086,  0.102,  0.103,  0.103, 0017
 433020.00,27, 0, 1, 12.31, 29.14, 46.00, 8865.88,  -4.438,  0.106,  0.061,  0.050,  0.067,  0.085,  0.107,  0.107,  0.107, 0017
 433020.00,27, 0, 7, 12.31, 29.14, 51.86, 8863.64, 113.144,  0.010,  0.038,  0.026,  0.047,  0.064,  0.080,  0.081,  0.081, 0017
 433020.00,13, 0, 1,220.30, 58.26, 52.58, 8436.49, -13.093,  0.045,  0.030,  0.024,  0.049,  0.069,  0.094,  0.094,  0.094, 0017
 433080.00, 7, 0, 1, 95.80, 31.53, 46.84,14102.98, -11.327,  0.107,  0.066,  0.046,  0.058,  0.079,  0.095,  0.096,  0.096, 0018
 433080.00,18, 0, 1,295.00, 25.80, 46.26,10465.97,  -5.551,  0.076,  0.083,  0.049,  0.062,  0.090,  0.108,  0.108,  0.108, 0018
 433080.00,18, 0, 7,295.00, 25.80, 51.87,10463.82, 151.675,  0.026,  0.101,  0.025,  0.050,  0.083,  0.101,  0.102,  0.102, 0018
 433080.00,23, 0, 1,329.05, 24.96, 44.58, 2986.04,  -5.979,  0.088,  0.095,  0.059,  0.075,  0.095,  0.120,  0.121,  0.121, 0018
 433080.00,23, 0, 7,329.05, 24.96, 50.83, 2986.34,  93.866,  0.003,  0.063,  0.029,  0.054,  0.082,  0.115,  0.116,  0.116, 0018
 433080.00, 8, 0, 1, 53.46, 34.29, 46.44, 5982.49,  -7.355,  0.024,  0.064,  0.048,  0.065,  0.083,  0.099,  0.099,  0.099, 0018
 433080.00, 8, 0, 7, 53.46, 34.29, 52.63, 5909.08,  91.741,  0.001,  0.044,  0.023,  0.046,  0.060,  0.073,  0.073,  0.073, 0018
 433080.00,15, 0, 1,267.62, 42.40, 50.98, 5557.18, -13.564,  0.058,  0.056,  0.028,  0.060,  0.083,  0.097,  0.097,  0.097, 0018
 433080.00, 5, 0, 1,215.30, 24.28, 46.49,13855.78, -12.115,  0.062,  0.156,  0.047,  0.066,  0.089,  0.109,  0.109,  0.109, 0018
 433080.00,30, 0, 1,130.32, 53.14, 51.09,10896.34, -16.872,  0.023,  0.044,  0.028,  0.061,  0.087,  0.103,  0.103,  0.103, 0018
 433080.00,30, 0, 7,130.32, 53.14, 53.53,10894.06, 254.532,  0.001,  0.040,  0.021,  0.051,  0.082,  0.102,  0.102,  0.102, 0018
 433080.00,14, 0, 1,156.84, 31.17, 46.20, 2624.40,  -5.126,  0.128,  0.100,  0.049,  0.070,  0.088,  0.100,  0.100,  0.100, 0018
