Phase and Amplitude Scintillation Indices from KHO (78.147,16.038,0.522)

Satellite System: 0 = GPS, 1 = GLONASS, 2 = SBAS, 5 = GALILEO, 6 = COMPASS, 7 = QZSS, 8 = LBAND

Frequency: GLONASS frequency channel (-7 to +6) 

Signal Type for each Satellite System

GPS     : 1 = L1CA,     4 = L2Y,  5 = L2C, 6 = L2P,    7 = L5Q
GLONASS : 1 = L1CA,     3 = L2CA, 4 = L2P
SBAS    : 1 = L1CA,     2 = L5I
GALILEO : 1 = E1,       2 = E5A,  3 = E5B, 4 = ALTBOC, 5 = E6
COMPASS : 1 = E2
QZSS    : 1 = L1CA,     3 = L2C,  4 = L5Q
LBAND   : 1 = OMNISTAR, 2 = CDGPS

GPS Week: 2313,  Satellite System: 0

GPS TOW , PRN, Freq, SigType, Az , Elv , CNo , Lock Time, CMC Avg, CMC Std , S4 , S4 Cor, 1SecSigma, 3SecSigma, 10SecSigma, 30SecSigma, 60SecSigma , HHMM
 465660.00, 4, 0, 7,295.90, 15.18, 48.37,11974.81,  91.138,  0.012,  0.088,  0.038,  0.063,  0.082,  0.095,  0.095,  0.095, 0921
 465660.00,20, 0, 1, 53.74, 37.79, 47.33, 7897.82, -16.856,  0.044,  0.065,  0.043,  0.066,  0.083,  0.096,  0.096,  0.096, 0921
 465660.00, 9, 0, 1,335.21, 29.19, 45.87, 8227.58,  -7.263,  0.121,  0.092,  0.051,  0.067,  0.082,  0.092,  0.092,  0.092, 0921
 465660.00, 9, 0, 7,335.21, 29.19, 50.92, 8225.24, 192.715,  0.002,  0.087,  0.028,  0.050,  0.067,  0.078,  0.079,  0.079, 0921
 465660.00,16, 0, 1,279.55, 37.42, 48.35, 4615.98,  -6.579,  0.035,  0.059,  0.038,  0.062,  0.081,  0.099,  0.099,  0.099, 0921
 465720.00,29, 0, 1,121.32, 47.87, 50.41,12293.49,  -8.818,  0.008,  0.048,  0.030,  0.052,  0.068,  0.086,  0.086,  0.086, 0922
 465720.00,26, 0, 1,226.93, 51.35, 51.27, 9344.72,  -1.042,  0.016,  0.040,  0.027,  0.058,  0.074,  0.091,  0.091,  0.091, 0922
 465720.00,26, 0, 7,226.93, 51.35, 54.09, 9342.64, 151.632,  0.014,  0.032,  0.020,  0.043,  0.056,  0.068,  0.068,  0.068, 0922
 465720.00,18, 0, 1,179.50, 30.99, 47.93, 3186.62,  -8.042,  0.035,  0.061,  0.040,  0.052,  0.069,  0.087,  0.088,  0.088, 0922
 465720.00,18, 0, 7,179.50, 30.99, 50.65, 3186.36,  97.422,  0.006,  0.050,  0.029,  0.043,  0.055,  0.067,  0.067,  0.067, 0922
 465720.00, 5, 0, 1, 92.20, 35.32, 48.30, 3054.48,  -6.850,  0.077,  0.067,  0.038,  0.058,  0.070,  0.078,  0.078,  0.078, 0922
 465720.00,11, 0, 1, 43.71, 11.08, 42.96,13910.07,   6.302,  0.147,  0.117,  0.071,  0.096,  0.107,  0.123,  0.124,  0.124, 0922
 465720.00,11, 0, 7, 43.71, 11.08, 46.18,13908.03, 132.351,  0.007,  0.075,  0.049,  0.066,  0.076,  0.091,  0.091,  0.091, 0922
 465720.00,31, 0, 1,223.93, 17.77, 45.69,14246.63,   1.156,  0.166,  0.122,  0.052,  0.090,  0.105,  0.116,  0.116,  0.116, 0922
 465720.00, 4, 0, 1,295.67, 14.83, 42.70,12037.19,  -0.586,  0.076,  0.132,  0.073,  0.092,  0.103,  0.124,  0.124,  0.124, 0922
 465720.00, 4, 0, 7,295.67, 14.83, 47.78,12034.81,  91.131,  0.016,  0.127,  0.041,  0.062,  0.075,  0.099,  0.099,  0.099, 0922
 465720.00,20, 0, 1, 53.22, 37.68, 47.64, 7957.82, -16.880,  0.041,  0.075,  0.042,  0.068,  0.079,  0.093,  0.093,  0.093, 0922
 465720.00, 9, 0, 1,334.77, 29.04, 46.11, 8287.58,  -6.742,  0.120,  0.079,  0.049,  0.068,  0.085,  0.103,  0.103,  0.103, 0922
 465720.00, 9, 0, 7,334.77, 29.04, 51.11, 8285.24, 192.723,  0.006,  0.070,  0.028,  0.049,  0.069,  0.084,  0.084,  0.084, 0922
 465720.00,16, 0, 1,279.26, 37.80, 48.52, 4675.98,  -6.609,  0.021,  0.061,  0.038,  0.058,  0.075,  0.091,  0.091,  0.091, 0922
 465780.00,29, 0, 1,120.95, 47.49, 50.21,12353.49,  -8.770,  0.024,  0.047,  0.031,  0.052,  0.070,  0.086,  0.086,  0.086, 0923
 465780.00,26, 0, 1,226.24, 51.25, 51.02, 9404.72,  -0.980,  0.028,  0.036,  0.028,  0.055,  0.072,  0.090,  0.090,  0.090, 0923
 465780.00,26, 0, 7,226.24, 51.25, 53.96, 9402.64, 151.665,  0.004,  0.031,  0.020,  0.044,  0.058,  0.072,  0.072,  0.072, 0923
 465780.00,18, 0, 1,179.35, 31.42, 47.17, 3246.62,  -8.221,  0.108,  0.060,  0.044,  0.055,  0.075,  0.095,  0.095,  0.095, 0923
 465780.00,18, 0, 7,179.35, 31.42, 50.88, 3246.36,  97.407,  0.008,  0.042,  0.029,  0.045,  0.059,  0.073,  0.073,  0.073, 0923
 465780.00, 5, 0, 1, 91.75, 35.58, 47.93, 3114.48,  -6.615,  0.044,  0.064,  0.040,  0.063,  0.084,  0.104,  0.104,  0.104, 0923
 465780.00,11, 0, 1, 43.64, 10.67, 42.37,13970.07,   6.562,  0.039,  0.127,  0.076,  0.104,  0.116,  0.127,  0.127,  0.127, 0923
 465780.00,11, 0, 7, 43.64, 10.67, 46.35,13968.03, 132.395,  0.021,  0.085,  0.048,  0.065,  0.080,  0.089,  0.089,  0.089, 0923
 465780.00,31, 0, 1,223.77, 17.37, 44.58,14306.63,   1.155,  0.079,  0.148,  0.059,  0.096,  0.116,  0.131,  0.131,  0.131, 0923
 465780.00, 4, 0, 1,295.43, 14.48, 43.00,12097.19,  -0.167,  0.136,  0.107,  0.071,  0.087,  0.107,  0.124,  0.124,  0.124, 0923
 465780.00, 4, 0, 7,295.43, 14.48, 48.04,12094.81,  91.125,  0.007,  0.084,  0.040,  0.061,  0.085,  0.104,  0.105,  0.105, 0923
 465780.00,20, 0, 1, 52.70, 37.57, 47.51, 8017.82, -16.764,  0.029,  0.057,  0.042,  0.061,  0.081,  0.104,  0.104,  0.104, 0923
 465780.00, 9, 0, 1,334.33, 28.87, 45.73, 8347.58,  -6.535,  0.022,  0.099,  0.052,  0.086,  0.110,  0.127,  0.128,  0.128, 0923
 465780.00, 9, 0, 7,334.33, 28.87, 51.27, 8345.24, 192.746,  0.011,  0.079,  0.027,  0.051,  0.080,  0.096,  0.096,  0.096, 0923
 465780.00,16, 0, 1,278.96, 38.18, 47.93, 4735.98,  -6.758,  0.116,  0.069,  0.040,  0.063,  0.082,  0.099,  0.099,  0.099, 0923
 465840.00,29, 0, 1,120.60, 47.10, 49.98,12413.49,  -8.703,  0.027,  0.063,  0.032,  0.053,  0.067,  0.080,  0.080,  0.080, 0924
 465840.00,26, 0, 1,225.55, 51.14, 51.22, 9464.72,  -0.899,  0.026,  0.038,  0.027,  0.054,  0.069,  0.083,  0.084,  0.084, 0924
 465840.00,26, 0, 7,225.55, 51.14, 53.79, 9462.64, 151.648,  0.006,  0.030,  0.020,  0.043,  0.053,  0.064,  0.064,  0.064, 0924
 465840.00,18, 0, 1,179.19, 31.85, 47.69, 3306.62,  -8.442,  0.060,  0.062,  0.041,  0.054,  0.069,  0.084,  0.084,  0.084, 0924
 465840.00,18, 0, 7,179.19, 31.85, 50.98, 3306.36,  97.405,  0.010,  0.044,  0.028,  0.044,  0.055,  0.066,  0.066,  0.066, 0924
 465840.00, 5, 0, 1, 91.30, 35.83, 48.03, 3174.48,  -6.587,  0.052,  0.064,  0.040,  0.059,  0.076,  0.093,  0.093,  0.093, 0924
 465840.00,11, 0, 1, 43.57, 10.27, 41.97,14030.07,   6.588,  0.037,  0.129,  0.080,  0.106,  0.114,  0.124,  0.124,  0.124, 0924
 465840.00,11, 0, 7, 43.57, 10.27, 46.80,14028.03, 132.469,  0.015,  0.089,  0.046,  0.059,  0.068,  0.077,  0.077,  0.077, 0924
 465840.00,31, 0, 1,223.61, 16.97, 45.04,14366.63,   1.194,  0.132,  0.159,  0.056,  0.082,  0.097,  0.108,  0.108,  0.108, 0924
 465840.00, 4, 0, 1,295.20, 14.12, 43.08,12157.19,   0.102,  0.027,  0.121,  0.070,  0.087,  0.101,  0.118,  0.118,  0.118, 0924
 465840.00, 4, 0, 7,295.20, 14.12, 47.90,12154.81,  91.151,  0.010,  0.100,  0.040,  0.060,  0.073,  0.090,  0.090,  0.090, 0924
 465840.00,20, 0, 1, 52.19, 37.46, 47.79, 8077.82, -16.671,  0.042,  0.053,  0.041,  0.058,  0.074,  0.092,  0.092,  0.092, 0924
 465840.00, 9, 0, 1,333.89, 28.70, 45.90, 8407.58,  -6.447,  0.012,  0.086,  0.051,  0.065,  0.078,  0.088,  0.088,  0.088, 0924
 465840.00, 9, 0, 7,333.89, 28.70, 51.39, 8405.24, 192.797,  0.015,  0.084,  0.027,  0.048,  0.059,  0.071,  0.071,  0.071, 0924
 465840.00,16, 0, 1,278.65, 38.56, 48.18, 4795.98,  -7.079,  0.033,  0.074,  0.039,  0.062,  0.078,  0.098,  0.098,  0.098, 0924
 465900.00,29, 0, 1,120.26, 46.71, 49.63,12473.49,  -8.805,  0.028,  0.052,  0.033,  0.051,  0.069,  0.086,  0.086,  0.086, 0925
 465900.00,26, 0, 1,224.86, 51.02, 51.35, 9524.72,  -0.746,  0.044,  0.033,  0.027,  0.052,  0.072,  0.091,  0.091,  0.091, 0925
 465900.00,26, 0, 7,224.86, 51.02, 53.96, 9522.64, 151.612,  0.011,  0.029,  0.020,  0.043,  0.058,  0.071,  0.071,  0.071, 0925
 465900.00,18, 0, 1,179.03, 32.28, 47.73, 3366.62,  -8.212,  0.048,  0.070,  0.041,  0.055,  0.073,  0.090,  0.090,  0.090, 0925
 465900.00,18, 0, 7,179.03, 32.28, 51.29, 3366.36,  97.433,  0.009,  0.042,  0.027,  0.043,  0.055,  0.067,  0.067,  0.067, 0925
 465900.00, 5, 0, 1, 90.84, 36.09, 48.07, 3234.48,  -6.709,  0.039,  0.073,  0.040,  0.059,  0.082,  0.103,  0.103,  0.103, 0925
 465900.00,31, 0, 1,223.46, 16.57, 45.72,14426.63,   1.864,  0.159,  0.107,  0.052,  0.074,  0.088,  0.105,  0.105,  0.105, 0925
 465900.00, 4, 0, 1,294.97, 13.76, 41.97,12217.19,  -0.161,  0.143,  0.136,  0.080,  0.099,  0.111,  0.122,  0.122,  0.122, 0925
 465900.00, 4, 0, 7,294.97, 13.76, 47.67,12214.81,  91.165,  0.005,  0.100,  0.041,  0.063,  0.076,  0.086,  0.087,  0.087, 0925
 465900.00,20, 0, 1, 51.68, 37.34, 47.60, 8137.82, -16.650,  0.052,  0.058,  0.042,  0.058,  0.078,  0.095,  0.095,  0.095, 0925
 465900.00, 9, 0, 1,333.45, 28.53, 45.67, 8467.58,  -6.515,  0.042,  0.091,  0.052,  0.067,  0.088,  0.109,  0.110,  0.110, 0925
 465900.00, 9, 0, 7,333.45, 28.53, 51.86, 8465.24, 192.842,  0.011,  0.082,  0.026,  0.051,  0.071,  0.091,  0.091,  0.091, 0925
 465900.00,16, 0, 1,278.33, 38.94, 48.62, 4855.98,  -6.854,  0.084,  0.062,  0.037,  0.060,  0.077,  0.099,  0.099,  0.099, 0925
 465960.00,29, 0, 1,119.92, 46.32, 49.56,12533.49,  -8.797,  0.046,  0.061,  0.033,  0.054,  0.075,  0.097,  0.097,  0.097, 0926
 465960.00,26, 0, 1,224.18, 50.89, 51.06, 9584.72,  -0.717,  0.054,  0.048,  0.028,  0.055,  0.073,  0.094,  0.094,  0.094, 0926
 465960.00,26, 0, 7,224.18, 50.89, 53.72, 9582.64, 151.592,  0.007,  0.030,  0.021,  0.044,  0.057,  0.072,  0.072,  0.072, 0926
 465960.00,18, 0, 1,178.86, 32.71, 47.65, 3426.62,  -8.380,  0.047,  0.091,  0.041,  0.058,  0.076,  0.096,  0.096,  0.096, 0926
 465960.00,18, 0, 7,178.86, 32.71, 51.08, 3426.36,  97.417,  0.013,  0.064,  0.028,  0.044,  0.058,  0.072,  0.073,  0.073, 0926
 465960.00, 5, 0, 1, 90.37, 36.34, 48.24, 3294.48,  -6.659,  0.030,  0.058,  0.039,  0.058,  0.076,  0.094,  0.094,  0.094, 0926
 465960.00,31, 0, 1,223.31, 16.16, 45.02,14486.63,   2.129,  0.091,  0.104,  0.056,  0.082,  0.097,  0.117,  0.117,  0.117, 0926
 465960.00, 4, 0, 1,294.74, 13.40, 42.06,12277.19,  -0.649,  0.144,  0.142,  0.079,  0.102,  0.120,  0.133,  0.133,  0.133, 0926
 465960.00, 4, 0, 7,294.74, 13.40, 47.30,12274.81,  91.156,  0.002,  0.093,  0.043,  0.066,  0.093,  0.109,  0.109,  0.109, 0926
 465960.00,20, 0, 1, 51.17, 37.21, 47.43, 8197.82, -16.821,  0.026,  0.051,  0.043,  0.059,  0.075,  0.093,  0.094,  0.094, 0926
 465960.00, 9, 0, 1,333.01, 28.35, 45.57, 8527.58,  -6.615,  0.022,  0.083,  0.053,  0.068,  0.089,  0.109,  0.109,  0.109, 0926
 465960.00, 9, 0, 7,333.01, 28.35, 51.83, 8525.24, 192.880,  0.009,  0.077,  0.026,  0.052,  0.074,  0.092,  0.092,  0.092, 0926
 465960.00,16, 0, 1,278.01, 39.32, 48.93, 4915.98,  -6.689,  0.019,  0.056,  0.036,  0.060,  0.075,  0.096,  0.096,  0.096, 0926
 466020.00,29, 0, 1,119.60, 45.93, 49.72,12593.49,  -8.680,  0.023,  0.055,  0.033,  0.052,  0.069,  0.089,  0.089,  0.089, 0927
 466020.00,26, 0, 1,223.51, 50.76, 50.82, 9644.72,  -1.010,  0.105,  0.038,  0.029,  0.053,  0.074,  0.093,  0.093,  0.093, 0927
 466020.00,26, 0, 7,223.51, 50.76, 53.89, 9642.64, 151.595,  0.012,  0.033,  0.020,  0.042,  0.058,  0.072,  0.072,  0.072, 0927
 466020.00,18, 0, 1,178.69, 33.13, 47.58, 3486.62,  -8.410,  0.144,  0.095,  0.042,  0.056,  0.075,  0.095,  0.095,  0.095, 0927
 466020.00,18, 0, 7,178.69, 33.13, 51.51, 3486.36,  97.401,  0.006,  0.040,  0.027,  0.043,  0.056,  0.071,  0.071,  0.071, 0927
 466020.00, 5, 0, 1, 89.90, 36.58, 48.29, 3354.48,  -7.014,  0.135,  0.070,  0.038,  0.058,  0.085,  0.108,  0.108,  0.108, 0927
 466020.00,31, 0, 1,223.16, 15.76, 44.69,14546.63,   2.478,  0.073,  0.140,  0.058,  0.084,  0.104,  0.121,  0.121,  0.121, 0927
 466020.00, 4, 0, 1,294.52, 13.04, 41.79,12337.19,  -0.967,  0.163,  0.172,  0.081,  0.112,  0.136,  0.156,  0.157,  0.156, 0927
 466020.00, 4, 0, 7,294.52, 13.04, 47.71,12334.81,  91.149,  0.003,  0.131,  0.041,  0.066,  0.102,  0.125,  0.126,  0.126, 0927
 466020.00,20, 0, 1, 50.67, 37.08, 47.32, 8257.82, -16.947,  0.055,  0.056,  0.043,  0.058,  0.074,  0.092,  0.092,  0.092, 0927
 466020.00, 9, 0, 1,332.58, 28.17, 45.88, 8587.58,  -6.494,  0.095,  0.097,  0.051,  0.071,  0.091,  0.106,  0.106,  0.106, 0927
 466020.00, 9, 0, 7,332.58, 28.17, 51.87, 8585.24, 192.875,  0.010,  0.073,  0.025,  0.051,  0.076,  0.093,  0.094,  0.094, 0927
 466020.00,16, 0, 1,277.68, 39.68, 48.84, 4975.98,  -6.800,  0.069,  0.052,  0.036,  0.054,  0.075,  0.097,  0.097,  0.097, 0927
 466080.00,29, 0, 1,119.28, 45.53, 50.05,12653.49,  -8.549,  0.061,  0.053,  0.031,  0.054,  0.087,  0.102,  0.103,  0.104, 0928
 466080.00,26, 0, 1,222.84, 50.61, 50.80, 9704.72,  -1.299,  0.044,  0.045,  0.029,  0.061,  0.088,  0.104,  0.105,  0.105, 0928
 466080.00,26, 0, 7,222.84, 50.61, 54.11, 9702.64, 151.638,  0.011,  0.030,  0.020,  0.045,  0.063,  0.075,  0.076,  0.076, 0928
 466080.00,18, 0, 1,178.51, 33.56, 47.76, 3546.62,  -8.735,  0.040,  0.096,  0.041,  0.059,  0.089,  0.104,  0.105,  0.105, 0928
 466080.00,18, 0, 7,178.51, 33.56, 51.59, 3546.36,  97.378,  0.004,  0.039,  0.026,  0.044,  0.067,  0.077,  0.078,  0.078, 0928
 466080.00, 5, 0, 1, 89.43, 36.82, 49.00, 3414.48,  -7.017,  0.093,  0.062,  0.035,  0.056,  0.082,  0.098,  0.099,  0.100, 0928
 466080.00,31, 0, 1,223.02, 15.36, 46.13,14606.63,   2.831,  0.125,  0.126,  0.049,  0.070,  0.099,  0.112,  0.112,  0.113, 0928
 466080.00, 4, 0, 1,294.30, 12.68, 41.25,12397.19,  -1.420,  0.241,  0.177,  0.087,  0.118,  0.136,  0.164,  0.165,  0.165, 0928
 466080.00, 4, 0, 7,294.30, 12.68, 48.01,12394.81,  91.147,  0.008,  0.112,  0.040,  0.066,  0.095,  0.139,  0.140,  0.140, 0928
 466080.00,20, 0, 1, 50.17, 36.94, 47.78, 8317.82, -17.036,  0.053,  0.090,  0.041,  0.070,  0.098,  0.111,  0.112,  0.113, 0928
 466080.00, 9, 0, 1,332.15, 27.98, 45.35, 8647.58,  -6.650,  0.151,  0.107,  0.054,  0.072,  0.092,  0.099,  0.100,  0.100, 0928
 466080.00, 9, 0, 7,332.15, 27.98, 51.82, 8645.24, 192.856,  0.007,  0.081,  0.026,  0.051,  0.069,  0.076,  0.077,  0.077, 0928
 466080.00,16, 0, 1,277.34, 40.05, 48.95, 5035.98,  -7.029,  0.080,  0.053,  0.036,  0.058,  0.089,  0.104,  0.105,  0.106, 0928
 466140.00,29, 0, 1,118.97, 45.13, 49.92,12713.49,  -8.451,  0.023,  0.059,  0.032,  0.058,  0.073,  0.090,  0.091,  0.091, 0929
 466140.00,26, 0, 1,222.18, 50.46, 50.66, 9764.72,  -1.386,  0.011,  0.040,  0.029,  0.061,  0.076,  0.090,  0.091,  0.091, 0929
 466140.00,26, 0, 7,222.18, 50.46, 53.84, 9762.64, 151.668,  0.005,  0.033,  0.020,  0.048,  0.060,  0.069,  0.070,  0.070, 0929
 466140.00,18, 0, 1,178.33, 33.99, 47.87, 3606.62,  -8.723,  0.077,  0.070,  0.040,  0.064,  0.078,  0.092,  0.093,  0.093, 0929
 466140.00,18, 0, 7,178.33, 33.99, 51.48, 3606.36,  97.378,  0.004,  0.038,  0.027,  0.046,  0.058,  0.068,  0.068,  0.068, 0929
 466140.00, 5, 0, 1, 88.94, 37.05, 49.11, 3474.48,  -6.806,  0.031,  0.052,  0.035,  0.061,  0.076,  0.089,  0.089,  0.089, 0929
 466140.00,31, 0, 1,222.87, 14.96, 45.45,14666.63,   3.156,  0.037,  0.198,  0.053,  0.077,  0.097,  0.109,  0.109,  0.109, 0929
 466140.00, 4, 0, 1,294.08, 12.32, 41.25,12457.19,  -1.770,  0.083,  0.202,  0.087,  0.119,  0.128,  0.144,  0.145,  0.145, 0929
 466140.00, 4, 0, 7,294.08, 12.32, 47.03,12454.81,  91.111,  0.027,  0.129,  0.045,  0.067,  0.079,  0.097,  0.098,  0.098, 0929
 466140.00,20, 0, 1, 49.67, 36.79, 48.05, 8377.82, -16.682,  0.099,  0.055,  0.040,  0.064,  0.077,  0.091,  0.091,  0.091, 0929
 466140.00, 9, 0, 1,331.73, 27.79, 45.32, 8707.58,  -7.045,  0.038,  0.109,  0.054,  0.082,  0.096,  0.116,  0.116,  0.116, 0929
 466140.00, 9, 0, 7,331.73, 27.79, 51.39, 8705.24, 192.830,  0.006,  0.072,  0.027,  0.058,  0.075,  0.099,  0.099,  0.099, 0929
 466140.00,16, 0, 1,276.99, 40.42, 49.13, 5095.98,  -7.173,  0.021,  0.073,  0.035,  0.062,  0.077,  0.095,  0.095,  0.095, 0929
 466200.00,29, 0, 1,118.68, 44.73, 49.69,12773.49,  -8.630,  0.037,  0.051,  0.033,  0.052,  0.069,  0.076,  0.077,  0.077, 0930
 466200.00,26, 0, 1,221.52, 50.31, 50.85, 9824.72,  -1.259,  0.085,  0.052,  0.029,  0.055,  0.071,  0.079,  0.080,  0.080, 0930
 466200.00,26, 0, 7,221.52, 50.31, 53.64, 9822.64, 151.639,  0.017,  0.036,  0.021,  0.045,  0.055,  0.061,  0.061,  0.061, 0930
 466200.00, 7, 0, 1,356.27, 10.28, 40.78,  876.57,  -2.468,  0.222,  0.150,  0.092,  0.099,  0.106,  0.116,  0.116,  0.116, 0930
 466200.00,18, 0, 1,178.14, 34.41, 47.77, 3666.62,  -8.996,  0.053,  0.074,  0.041,  0.060,  0.076,  0.085,  0.086,  0.086, 0930
 466200.00,18, 0, 7,178.14, 34.41, 51.43, 3666.36,  97.362,  0.014,  0.039,  0.027,  0.045,  0.057,  0.065,  0.065,  0.065, 0930
 466200.00, 5, 0, 1, 88.46, 37.28, 49.01, 3534.48,  -6.830,  0.012,  0.048,  0.035,  0.058,  0.078,  0.087,  0.088,  0.088, 0930
 466200.00,31, 0, 1,222.73, 14.56, 44.49,14726.63,   3.112,  0.087,  0.142,  0.060,  0.075,  0.089,  0.096,  0.096,  0.096, 0930
 466200.00, 4, 0, 1,293.86, 11.95, 41.82,12517.19,  -1.594,  0.128,  0.174,  0.081,  0.107,  0.120,  0.141,  0.141,  0.141, 0930
 466200.00, 4, 0, 7,293.86, 11.95, 46.88,12514.81,  91.003,  0.029,  0.112,  0.045,  0.068,  0.087,  0.122,  0.122,  0.122, 0930
 466200.00,20, 0, 1, 49.18, 36.64, 47.69, 8437.82, -16.738,  0.088,  0.050,  0.041,  0.058,  0.071,  0.080,  0.080,  0.080, 0930
 466200.00, 9, 0, 1,331.31, 27.59, 45.76, 8767.58,  -6.802,  0.095,  0.087,  0.052,  0.068,  0.087,  0.105,  0.105,  0.105, 0930
 466200.00, 9, 0, 7,331.31, 27.59, 51.50, 8765.24, 192.791,  0.014,  0.072,  0.027,  0.050,  0.068,  0.089,  0.089,  0.089, 0930
 466200.00,16, 0, 1,276.63, 40.78, 49.38, 5155.98,  -7.076,  0.018,  0.049,  0.034,  0.056,  0.076,  0.091,  0.091,  0.091, 0930
 466260.00,29, 0, 1,118.38, 44.33, 49.77,12833.49,  -8.520,  0.080,  0.046,  0.032,  0.059,  0.099,  0.126,  0.126,  0.126, 0931
 466260.00,26, 0, 1,220.87, 50.14, 51.17, 9884.72,  -0.864,  0.110,  0.042,  0.028,  0.061,  0.096,  0.118,  0.118,  0.118, 0931
 466260.00,26, 0, 7,220.87, 50.14, 53.49, 9882.64, 151.605,  0.005,  0.034,  0.021,  0.047,  0.071,  0.088,  0.088,  0.088, 0931
 466260.00, 7, 0, 1,356.12, 10.64, 41.71,  936.57,  -2.695,  0.039,  0.101,  0.082,  0.093,  0.119,  0.142,  0.142,  0.142, 0931
 466260.00,18, 0, 1,177.95, 34.84, 47.77, 3726.62,  -9.030,  0.068,  0.067,  0.041,  0.067,  0.102,  0.124,  0.124,  0.124, 0931
 466260.00,18, 0, 7,177.95, 34.84, 51.64, 3726.36,  97.306,  0.011,  0.049,  0.026,  0.047,  0.074,  0.094,  0.094,  0.094, 0931
 466260.00, 5, 0, 1, 87.96, 37.50, 48.98, 3594.48,  -6.863,  0.018,  0.054,  0.036,  0.063,  0.098,  0.119,  0.119,  0.119, 0931
 466260.00,31, 0, 1,222.59, 14.15, 45.84,14786.63,   3.382,  0.058,  0.105,  0.051,  0.071,  0.109,  0.128,  0.128,  0.128, 0931
 466260.00, 4, 0, 1,293.65, 11.58, 41.68,12577.19,  -1.254,  0.078,  0.152,  0.083,  0.106,  0.141,  0.159,  0.160,  0.159, 0931
 466260.00, 4, 0, 7,293.65, 11.58, 47.48,12574.81,  90.951,  0.011,  0.135,  0.042,  0.065,  0.094,  0.115,  0.115,  0.115, 0931
 466260.00,20, 0, 1, 48.69, 36.48, 47.58, 8497.82, -16.810,  0.020,  0.065,  0.042,  0.064,  0.097,  0.120,  0.120,  0.120, 0931
 466260.00, 9, 0, 1,330.89, 27.38, 45.35, 8827.58,  -6.772,  0.089,  0.091,  0.054,  0.072,  0.102,  0.134,  0.133,  0.134, 0931
 466260.00, 9, 0, 7,330.89, 27.38, 51.46, 8825.24, 192.760,  0.006,  0.073,  0.027,  0.050,  0.076,  0.110,  0.110,  0.110, 0931
 466260.00,16, 0, 1,276.26, 41.14, 49.42, 5215.98,  -7.239,  0.095,  0.049,  0.034,  0.060,  0.093,  0.119,  0.119,  0.119, 0931
 466320.00,29, 0, 1,118.11, 43.92, 49.62,12893.49,  -8.248,  0.068,  0.048,  0.033,  0.054,  0.078,  0.103,  0.103,  0.103, 0932
 466320.00,26, 0, 1,220.23, 49.97, 51.19, 9944.72,  -0.500,  0.105,  0.040,  0.028,  0.056,  0.078,  0.099,  0.099,  0.099, 0932
 466320.00,26, 0, 7,220.23, 49.97, 53.01, 9942.64, 151.578,  0.007,  0.032,  0.022,  0.045,  0.061,  0.077,  0.077,  0.077, 0932
 466320.00, 7, 0, 1,355.97, 10.99, 41.84,  996.57,  -2.457,  0.078,  0.112,  0.081,  0.090,  0.107,  0.129,  0.129,  0.129, 0932
 466320.00,18, 0, 1,177.76, 35.26, 47.64, 3786.62,  -9.430,  0.092,  0.114,  0.041,  0.065,  0.087,  0.109,  0.109,  0.109, 0932
 466320.00,18, 0, 7,177.76, 35.26, 51.41, 3786.36,  97.288,  0.004,  0.040,  0.027,  0.046,  0.064,  0.083,  0.084,  0.084, 0932
 466320.00, 5, 0, 1, 87.47, 37.72, 49.01, 3654.48,  -6.697,  0.068,  0.052,  0.035,  0.060,  0.086,  0.110,  0.110,  0.110, 0932
 466320.00,31, 0, 1,222.46, 13.75, 44.70,14846.63,   3.398,  0.050,  0.201,  0.058,  0.074,  0.095,  0.113,  0.113,  0.113, 0932
 466320.00, 4, 0, 1,293.44, 11.22, 41.71,12637.19,  -1.241,  0.087,  0.202,  0.082,  0.102,  0.115,  0.130,  0.131,  0.131, 0932
 466320.00, 4, 0, 7,293.44, 11.22, 46.68,12634.81,  90.962,  0.005,  0.098,  0.046,  0.066,  0.079,  0.102,  0.103,  0.103, 0932
 466320.00,20, 0, 1, 48.21, 36.32, 46.91, 8557.82, -16.947,  0.073,  0.068,  0.045,  0.065,  0.084,  0.105,  0.106,  0.106, 0932
 466320.00, 9, 0, 1,330.48, 27.18, 45.00, 8887.58,  -7.111,  0.073,  0.105,  0.056,  0.079,  0.099,  0.115,  0.116,  0.116, 0932
 466320.00, 9, 0, 7,330.48, 27.18, 50.85, 8885.24, 192.731,  0.010,  0.075,  0.029,  0.048,  0.068,  0.083,  0.084,  0.084, 0932
 466320.00,16, 0, 1,275.89, 41.49, 49.26, 5275.98,  -7.436,  0.027,  0.048,  0.034,  0.057,  0.082,  0.105,  0.105,  0.105, 0932
 466380.00,29, 0, 1,117.83, 43.52, 50.09,12953.49,  -7.983,  0.077,  0.047,  0.031,  0.053,  0.077,  0.101,  0.101,  0.101, 0933
 466380.00,26, 0, 1,219.60, 49.79, 51.53,10004.72,  -0.400,  0.042,  0.048,  0.027,  0.062,  0.085,  0.106,  0.107,  0.107, 0933
 466380.00,26, 0, 7,219.60, 49.79, 53.61,10002.64, 151.591,  0.010,  0.034,  0.021,  0.046,  0.064,  0.079,  0.079,  0.079, 0933
 466380.00, 7, 0, 1,355.81, 11.35, 40.84, 1056.57,  -2.905,  0.393,  0.200,  0.091,  0.102,  0.115,  0.128,  0.128,  0.128, 0933
